Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Bench1Kg,Bench2Kg,Bench3Kg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,MeetCountry,MeetState,MeetName,Federation,Date,Sanctioned
John Hall,M,B,Raw,,Open,81.05,85,,,,77.0,-85.0,95.0,,,,95.0,1,65.01,64.33,61.95,48.3,Yes,Australia,SA,Ethos Strength Open II,PA,2021-01-24,Yes
Peter Marsland,M,B,Raw,75.5,Open,92.95,94,,,,106.0,111.0,-115.0,,,,111.0,1,70.64,69.75,66.76,52.68,Yes,Australia,SA,Ethos Strength Open II,PA,2021-01-24,Yes
Nick Davey,M,B,Raw,66.0,Open,89.85,94,,,,80.0,90.0,-95.0,,,,90.0,2,58.24,57.5,55.12,43.43,Yes,Australia,SA,Ethos Strength Open II,PA,2021-01-24,Yes
Vicki Stamoulis,F,BD,Raw,,Open,83.2,84,,,,40.0,47.0,50.0,100.0,117.0,121.0,171.0,1,158.07,153.23,134.05,,Yes,Australia,SA,Ethos Strength Open II,PA,2021-01-24,Yes
Mary Berecry,F,SBD,Raw,55.5,Open,48.95,53,70.0,75.0,81.0,50.0,54.0,58.0,100.0,108.0,114.0,253.0,1,321.87,330.25,293.58,67.44,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Carol Charles,F,SBD,Raw,65.5,Open,57.45,58,57.0,-60.0,60.0,42.0,44.0,-46.0,88.0,94.0,102.0,206.0,1,234.81,237.57,210.04,48.04,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Glenda Presutti,F,SBD,Raw,62.5,Open,61.3,64,105.0,113.0,117.0,52.0,55.0,58.0,135.0,143.0,150.0,325.0,1,355.47,356.4,314.81,72.4,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Rachel Noble,F,SBD,Raw,45.0,Open,62.75,64,100.0,107.0,115.0,55.0,-58.0,-58.0,135.0,142.0,-150.0,312.0,2,336.38,336.09,296.78,68.44,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Nance Bellew,F,SBD,Raw,63.5,Open,63.9,64,65.0,70.0,-75.0,50.0,52.0,-54.0,95.0,102.0,-105.0,224.0,3,238.85,238.01,210.13,48.57,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Julie Coles,F,SBD,Raw,56.5,Open,62.05,64,58.0,63.0,66.0,29.0,-32.0,34.0,80.0,86.0,91.0,191.0,4,207.34,207.51,183.27,42.2,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Dianne Weick,F,SBD,Raw,62.5,Open,58.75,64,55.0,60.0,-63.0,35.0,37.0,38.0,-85.0,-85.0,90.0,188.0,5,211.22,213.06,188.3,43.13,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Alison Winch,F,SBD,Raw,50.5,Open,67.95,72,-70.0,-70.0,70.0,35.0,40.0,45.0,90.0,100.0,110.0,225.0,1,231.4,228.55,201.59,47.02,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Nadine Farlie,F,SBD,Raw,43.5,Open,82.95,84,95.0,105.0,115.0,55.0,60.0,63.0,115.0,128.0,137.0,315.0,1,291.6,282.69,247.36,59.78,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Heather Chong,F,SBD,Raw,60.5,Open,82.35,84,50.0,60.0,65.0,40.0,45.0,47.0,70.0,80.0,-90.0,192.0,2,178.36,172.96,151.41,36.55,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Margaret MacDonald,F,SBD,Raw,51.5,Open,79.65,84,-95.0,-95.0,-95.0,60.0,62.0,65.0,145.0,150.0,157.0,,DQ,,,,,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Kylie Paterson,F,SBD,Raw,49.5,Open,96.9,100,105.0,110.0,115.0,60.0,-62.0,63.0,140.0,145.0,153.0,331.0,1,286.01,278.29,239.99,59.55,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Lisa Williams,F,SBD,Raw,48.5,Open,91.15,100,-105.0,105.0,110.0,55.0,60.0,65.0,120.0,140.0,155.0,330.0,2,292.57,283.67,246.27,60.51,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Rachael Griffin,F,SBD,Raw,45.5,Open,99.15,100,90.0,95.0,105.0,47.0,52.0,54.0,100.0,115.0,130.0,289.0,3,247.44,241.23,207.45,51.66,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Alyson Fennell-Burge,F,SBD,Raw,42.5,Open,105.8,100+,80.0,85.0,90.0,60.0,62.0,65.0,100.0,105.0,110.0,265.0,1,221.42,217.36,185.34,46.59,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Robert Frost,M,SBD,Raw,69.5,Open,63.85,69,60.0,-75.0,75.0,45.0,50.0,-55.0,110.0,120.0,-132.0,245.0,1,196.82,197.79,192.5,38.87,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Neville Cornelius,M,SBD,Raw,52.0,Open,75.8,77,130.0,-145.0,-145.0,90.0,100.0,,170.0,180.0,-190.0,410.0,1,292.17,290.02,280.1,59.45,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Subramanian Nadar,M,SBD,Raw,62.5,Open,72.8,77,50.0,70.0,80.0,40.0,-50.0,-55.0,80.0,105.0,125.0,245.0,2,179.21,178.31,172.51,36.28,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
John Holland,M,SBD,Raw,70.5,Open,81.75,85,-60.0,60.0,,70.0,80.0,-83.0,70.0,80.0,90.0,230.0,1,156.61,154.93,149.14,32.08,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Marek Morgan,M,SBD,Raw,58.5,Open,93.55,94,-140.0,150.0,-170.0,-100.0,-110.0,-110.0,170.0,180.0,200.0,,DQ,,,,,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Chris Murray #3,M,SBD,Raw,47.5,Open,103.6,105,160.0,170.0,180.0,120.0,125.0,-128.0,190.0,210.0,220.0,525.0,1,318.36,315.22,300.99,65.23,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Chris Buesnell,M,SBD,Raw,60.5,Open,95.3,105,-143.0,143.0,156.0,111.0,118.0,-121.0,198.0,212.0,226.0,500.0,2,314.47,310.57,296.99,64.64,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Brendon Mainey,M,SBD,Raw,44.0,Open,101.4,105,159.0,170.0,-175.0,112.0,117.0,119.0,185.0,198.0,205.0,494.0,3,302.26,299.01,285.53,62.0,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Stephen Bussenschutt,M,SBD,Raw,51.5,Open,104.15,105,120.0,140.0,150.0,80.0,90.0,-100.0,140.0,150.0,160.0,400.0,4,242.03,239.71,228.89,49.57,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Navid Rashid,M,SBD,Raw,49.5,Open,94.75,105,120.0,132.0,140.0,70.0,80.0,84.0,150.0,162.0,170.0,394.0,5,248.48,245.37,234.69,51.08,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
David Scadden,M,SBD,Raw,49.5,Open,118.0,120,-210.0,215.0,225.0,180.0,185.0,-190.0,220.0,240.0,250.0,660.0,1,381.19,380.97,364.97,77.29,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Ruwan Paul,M,SBD,Raw,49.5,Open,115.45,120,-210.0,220.0,-235.0,60.0,80.0,120.0,65.0,100.0,110.0,450.0,2,261.88,261.2,250.06,53.21,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Michael Campbell,M,SBD,Raw,40.5,Open,163.0,120+,220.0,230.0,,200.0,210.0,212.0,250.0,270.0,-280.0,712.0,1,374.58,389.25,364.49,73.31,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
David Crompton,M,SBD,Raw,53.5,Open,144.3,120+,-160.0,165.0,170.0,-140.0,145.0,150.0,-160.0,-160.0,,,DQ,,,,,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Nance Bellew,F,B,Raw,63.5,Open,63.2,64,,,,50.0,51.0,-52.0,,,,51.0,1,54.75,54.64,48.25,42.48,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Elizabeth Hovasapian,F,B,Raw,50.5,Open,68.7,72,,,,70.0,74.0,-76.0,,,,74.0,1,75.63,74.59,65.77,59.12,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Mick Hunt,M,B,Raw,79.5,Open,60.25,62,,,,63.0,68.0,70.0,,,,70.0,1,58.88,59.48,58.06,41.75,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Subramanian Nadar,M,B,Raw,62.5,Open,73.3,77,,,,-40.0,-45.0,-45.0,,,,,DQ,,,,,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
John Holland,M,B,Raw,70.5,Open,82.0,85,,,,75.0,82.0,-86.0,,,,82.0,1,55.74,55.13,53.06,41.45,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Colin Gwyther,M,B,Raw,64.0,Open,87.25,94,,,,60.0,70.0,80.0,,,,80.0,1,52.56,51.91,49.82,39.18,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
John Dellow,M,B,Raw,78.0,Open,100.55,105,,,,105.0,-110.0,115.0,,,,115.0,1,70.62,69.84,66.7,52.55,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Gordon Whyte,M,B,Raw,59.5,Open,112.2,120,,,,140.0,150.0,160.0,,,,160.0,1,94.07,93.61,89.52,69.51,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Ruwan Paul,M,B,Raw,49.5,Open,115.7,120,,,,120.0,130.0,135.0,,,,135.0,2,78.5,78.32,74.98,57.86,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Michael Campbell,M,B,Raw,40.5,Open,164.2,120+,,,,150.0,170.0,190.0,,,,190.0,1,99.77,103.76,97.07,71.1,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Melitta Wedd,F,BD,Raw,49.5,Open,66.95,72,,,,54.0,58.0,-61.0,80.0,90.0,-100.0,148.0,1,153.52,151.94,134.05,,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Vicki Stamoulis,F,BD,Raw,64.5,Open,80.95,84,,,,35.0,38.0,41.0,92.0,98.0,100.0,141.0,1,132.08,128.18,112.34,,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
John Watters,M,BD,Raw,42.5,Open,103.25,105,,,,-140.0,140.0,-155.0,220.0,240.0,250.0,390.0,1,236.83,234.46,223.87,,Yes,Australia,SA,Australian Masters Games,PA,2019-10-11,Yes
Maria Cricelli,F,SBD,Single-ply,,Masters 2,101.0,90+,-80.0,-80.0,80.0,57.5,60.0,62.5,115.0,120.0,,262.5,1,223.14,217.93,186.98,38.75,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Carl Sherry,M,SBD,Single-ply,,Open,73.3,75,180.0,-190.0,200.0,130.0,140.0,145.0,200.0,210.0,220.0,565.0,1,411.41,409.18,395.75,70.45,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Ron Sanderson,M,SBD,Single-ply,54.5,Masters 2,75.4,82.5,-120.0,125.0,135.0,-70.0,70.0,-75.0,180.0,185.0,190.0,395.0,1,282.42,280.43,270.9,48.37,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Ben Cove,M,SBD,Single-ply,26.0,Open,79.7,82.5,160.0,-180.0,-180.0,120.0,-125.0,-127.5,200.0,210.0,-220.0,490.0,1,338.63,335.32,323.14,57.97,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Matthew Pedler,M,SBD,Single-ply,,Juniors,81.5,82.5,-170.0,-170.0,170.0,-105.0,-110.0,110.0,-230.0,230.0,235.0,515.0,1,351.29,347.56,334.6,60.11,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Laird Ross,M,SBD,Single-ply,18.0,Sub-Juniors,81.9,82.5,190.0,-195.0,195.0,150.0,155.0,-160.0,190.0,-200.0,-200.0,540.0,1,367.31,363.34,349.72,62.85,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Terry Jefferies,M,SBD,Single-ply,,Open,83.6,90,95.0,115.0,-130.0,80.0,-85.0,-85.0,130.0,150.0,-170.0,345.0,1,231.97,229.31,220.51,39.67,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Thomas McGovern #1,M,SBD,Single-ply,22.5,Juniors,85.2,90,205.0,215.0,220.0,125.0,132.5,137.5,200.0,217.5,227.5,585.0,1,389.26,384.62,369.53,66.54,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Steve Little #1,M,B,Single-ply,48.5,Masters 1,121.7,125,,,,-235.0,235.0,-240.0,,,,235.0,1,134.34,134.68,129.05,68.8,Yes,Australia,SA,South Australian Open,PA,2009-05-30,Yes
Jeremy Stevenson,M,B,Single-ply,,Open,57.1,60,,,,70.0,-75.0,-75.0,,,,70.0,1,61.6,62.54,61.24,35.97,Yes,Australia,SA,Country vs City Challenge,PA,2007-10-27,Yes
Nick Bradfield,M,SBD,Single-ply,,Open,67.0,67.5,55.0,-80.0,95.0,-60.0,-60.0,60.0,75.0,90.0,120.0,275.0,1,213.1,213.3,207.12,36.45,Yes,Australia,SA,Country vs City Challenge,PA,2007-10-27,Yes
Ron Sanderson,M,SBD,Single-ply,52.5,Open,74.3,75,70.0,80.0,90.0,55.0,60.0,-65.0,90.0,110.0,120.0,270.0,4,194.87,193.66,187.2,33.37,Yes,Australia,SA,Country vs City Challenge,PA,2007-10-27,Yes
Nelson Lee,M,B,Single-ply,,Open,71.6,75,,,,75.0,-80.0,-80.0,,,,75.0,1,55.47,55.26,53.5,30.07,Yes,Australia,SA,Country vs City Challenge,PA,2007-10-27,Yes
George Verikios,M,SBD,Single-ply,37.5,Open,99.2,100,260.0,275.0,,140.0,,,248.0,252.5,-257.5,667.5,1,412.3,407.55,389.31,70.08,Yes,Australia,SA,Country vs City Challenge,PA,2007-10-27,Yes
Mark Kolac,M,SBD,Single-ply,,Open,73.7,75,,,,,,,,,,325.0,1,235.81,234.45,226.71,40.38,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
Darcy Loechel,M,SBD,Single-ply,,Open,94.0,100,,,,,,,,,,395.0,2,250.04,246.89,236.21,42.6,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
Robert Withers,M,B,Single-ply,,Open,80.7,82.5,,,,,,,,,,102.5,2,70.32,69.6,67.03,37.24,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
Daniel Roberts,M,B,Single-ply,,Open,96.1,100,,,,,,,,,,185.0,1,115.91,114.49,109.45,60.07,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
Tyrone Brown,M,SBD,Single-ply,,Open,59.5,60,,,,,,,,,,432.5,1,367.58,371.71,363.15,62.56,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
Shane Denman,M,SBD,Single-ply,,Open,100.0,100,,,,,,,,,,585.0,1,360.08,356.02,340.04,61.18,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
Michael Harrington,M,B,Single-ply,,Open,79.9,82.5,,,,,,,,,,150.0,1,103.51,102.49,98.75,54.9,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
James Woburton,M,B,Single-ply,,Open,62.4,67.5,,,,,,,,,,72.5,1,59.29,59.7,58.18,33.43,Yes,Australia,SA,SA State Titles,PA,2005-10-15,Yes
Chelsea Tippett,F,SBD,Single-ply,,Sub-Juniors,51.8,52,70.0,-75.0,75.0,-30.0,30.0,-32.5,75.0,82.5,85.0,190.0,1,232.21,237.57,210.61,38.8,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Kerry Ann Smith,F,SBD,Single-ply,,Masters 1,57.5,60,90.0,105.0,-110.0,70.0,75.0,-80.0,115.0,122.5,-125.0,302.5,1,344.6,348.63,308.22,57.67,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Barbara Bennett,F,SBD,Single-ply,,Open,58.5,60,92.5,97.5,100.0,45.0,-50.0,-50.0,110.0,115.0,117.5,262.5,1,295.72,298.48,263.81,49.51,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Vicki O'Brien,F,SBD,Single-ply,47.0,Masters 1,66.3,67.5,140.0,147.5,152.5,85.0,-90.0,-90.0,175.0,185.0,-193.5,422.5,1,440.76,436.84,385.47,74.16,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Lisa Pearce,F,SBD,Single-ply,,Blind,70.0,75,45.0,50.0,60.0,30.0,-40.0,-40.0,80.0,95.0,105.0,195.0,1,197.19,193.99,171.0,33.28,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Christina Chamley,F,SBD,Single-ply,40.5,Masters 1,70.2,75,-95.0,100.0,105.0,47.5,50.0,52.5,105.0,115.0,122.5,280.0,1,282.7,278.01,245.05,47.71,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Lyn Gleeson,F,SBD,Single-ply,,Open,86.3,90,70.0,75.0,85.0,55.0,-62.5,-62.5,125.0,130.0,-137.5,270.0,1,245.32,237.65,207.33,42.02,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Anita Millington,F,SBD,Single-ply,,Open,139.7,90+,230.0,-240.0,-240.0,127.5,135.0,-140.5,177.5,192.5,197.5,562.5,1,436.54,437.59,368.5,77.37,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Greg Lancaster,M,SBD,Single-ply,,Masters 2,59.9,60,150.0,157.5,162.5,67.5,72.5,75.0,170.0,175.0,180.0,417.5,1,352.87,356.62,348.27,60.08,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Julian Ascone,M,SBD,Single-ply,,Juniors,66.0,67.5,180.0,200.0,-210.0,102.5,110.0,-112.5,190.0,-210.0,-210.0,500.0,1,391.76,392.6,381.49,66.97,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Thomas Beynon,M,SBD,Single-ply,,Masters 4,66.3,67.5,80.0,-87.5,87.5,60.0,67.5,-72.5,115.0,125.0,135.0,290.0,1,226.46,226.86,220.4,38.72,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Phil Menzie,M,SBD,Single-ply,41.5,Masters 1,66.4,67.5,-155.0,-155.0,-155.0,120.0,125.0,-130.0,-170.0,,,,DQ,,,,,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Phil Menzie,M,SBD,Single-ply,41.5,Blind,66.4,67.5,-155.0,-155.0,-155.0,120.0,125.0,-130.0,-170.0,,,,DQ,,,,,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Max Bristow,M,SBD,Single-ply,,Open,66.7,67.5,160.0,175.0,-183.0,90.0,95.0,-97.5,222.5,230.0,237.5,507.5,1,394.56,395.07,383.7,67.47,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Steven Cooney,M,SBD,Single-ply,,Juniors,67.5,67.5,-222.5,222.5,-237.5,-125.0,-125.0,125.0,220.0,-227.5,-227.5,567.5,1,437.4,437.55,424.73,74.82,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Johnny Riley,M,SBD,Single-ply,,Sub-Juniors,67.6,75,170.0,180.0,-190.0,110.0,-115.0,-115.0,-200.0,205.0,-212.5,495.0,1,381.11,381.2,370.0,65.19,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Joel Ridings,M,SBD,Single-ply,20.5,Juniors,74.1,75,225.0,-235.5,-235.5,130.0,-140.0,-140.0,215.0,-235.0,-235.0,570.0,1,412.12,409.62,395.99,70.58,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
John Myers,M,SBD,Single-ply,,Masters 2,74.3,75,205.0,217.5,-228.5,115.0,122.5,127.5,-220.0,220.0,230.0,575.0,1,415.01,412.42,398.66,71.07,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
David Cheung,M,SBD,Single-ply,,Masters 1,74.4,75,195.0,205.0,-207.5,127.5,135.0,-142.5,205.0,220.0,227.5,567.5,1,409.24,406.66,393.06,70.08,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Carl Sherry,M,SBD,Single-ply,,Open,74.5,75,210.0,-212.5,-225.0,-140.0,140.0,-150.0,-220.0,220.0,230.0,580.0,1,417.89,415.22,401.32,71.57,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Ron Sanderson,M,SBD,Single-ply,55.5,Masters 2,77.1,82.5,-130.0,140.0,150.0,65.0,75.0,80.0,180.0,-200.0,-200.0,410.0,1,289.08,286.7,276.69,49.5,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Rolf Regel,M,SBD,Single-ply,,Open,77.5,82.5,-105.0,105.0,110.0,57.5,62.5,65.0,142.5,150.0,155.0,330.0,1,231.94,229.96,221.89,39.71,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Sean Connelly,M,SBD,Single-ply,33.5,Open,78.9,82.5,125.0,135.0,145.0,90.0,95.0,-97.5,170.0,177.5,185.0,425.0,1,295.48,292.72,282.22,50.59,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Aaron Hawkins,M,SBD,Single-ply,,Open,81.6,82.5,-212.5,-222.5,-225.0,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Tom Evill,M,SBD,Single-ply,21.0,Juniors,81.7,82.5,205.0,210.0,215.0,90.0,95.0,100.0,235.0,250.0,-260.0,565.0,1,384.86,380.73,366.5,65.85,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
John Rutherford,M,SBD,Single-ply,,Masters 4,82.1,82.5,155.0,165.0,170.0,85.0,87.5,-90.0,167.5,-180.0,180.0,437.5,1,297.18,293.94,282.89,50.85,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Eric Dumas,M,SBD,Single-ply,45.5,Masters 1,87.8,90,190.0,-200.0,200.0,120.0,125.0,130.0,210.0,215.0,-225.0,545.0,1,356.89,352.44,338.15,60.96,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Antonie Du Preez,M,SBD,Single-ply,47.0,Masters 1,88.3,90,180.0,200.0,-210.0,110.0,-120.0,125.0,200.0,215.0,-230.0,540.0,2,352.58,348.16,333.96,60.21,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Anthony Clarke,M,SBD,Single-ply,,Blind,89.7,90,120.0,130.0,140.0,90.0,100.0,105.0,160.0,190.0,-205.0,435.0,1,281.75,278.17,266.64,48.09,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Anthony Clarke,M,SBD,Single-ply,,Masters 1,89.7,90,120.0,130.0,140.0,90.0,100.0,105.0,160.0,190.0,-205.0,435.0,3,281.75,278.17,266.64,48.09,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Thomas McGovern #1,M,SBD,Single-ply,23.5,Open,93.5,100,200.0,215.0,-222.5,160.0,170.0,180.0,232.5,-250.0,250.0,645.0,1,409.33,404.16,386.74,69.75,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Angus Ferguson,M,SBD,Single-ply,,Sub-Juniors,97.7,100,190.0,-192.5,-200.0,130.0,-135.5,-135.5,205.0,215.0,-220.0,535.0,1,332.69,328.73,314.12,56.59,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Ed Brook,M,SBD,Single-ply,,Juniors,99.2,100,190.0,200.0,210.0,132.5,140.0,145.0,230.0,240.0,-245.0,595.0,1,367.52,363.29,347.03,62.46,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
Ted Rutledge,M,SBD,Single-ply,,Open,109.1,110,-170.0,-170.0,180.0,-100.0,-100.0,-100.0,180.0,-190.0,-195.0,,DQ,,,,,Yes,Australia,SA,Australian Juniors and Masters Powerlifting and Bench Press Championships and ABSF Championships and South Australian Powerlifting and Bench Press Open,PA,2010-05-08,Yes
